Distance (km),Elevation Gain (m),System Weight (kg),Avg Speed (km/h),Temperature (°C),Battery Used (%)
40.581311290499436,1396.3234280394902,95.55398786515859,20.38163570272436,3.085284186795299,61.24400351520527
95.31785910894203,1072.1927326882408,106.25702842135074,19.58363755259462,2.3489399535999915,100.0
74.53942447208348,619.0552325726555,116.18837507629225,10.512841316128714,35.312729026051834,100.0
61.872555998718475,1627.5900394138973,111.96674659228684,16.824956552523126,2.4773099924753055,91.63938603472582
19.82177084203147,1369.4623451077584,114.1968344358435,17.60391237571714,3.5974863064315503,31.144351711337187
19.81947943193925,325.2338786897826,109.76350100132152,17.976455617938008,27.969913120898184,27.400284215678074
10.517943155978948,1821.854368987685,110.76829693553557,21.603447384546648,12.486992122526999,18.73428895014711
87.28673384861884,1645.074485846338,115.47586954695959,20.67205093453757,28.83552784775906,100.0
62.10592611560484,1899.599826583848,97.49004026577558,22.158101855868892,-6.731692121780738,93.2210918785784
72.26689489062431,1451.4390167767199,104.68274890929422,25.297665230842565,14.378559683669216,95.12360372191843
6.955526958101233,1226.8303918715796,96.63628325458807,26.25971477432187,-8.319319990835869,13.75816033165968
97.14143595538945,836.4860725812377,119.63004023989942,24.362461524529888,-6.867339827232274,100.0
84.08205087604007,1865.4569667080266,118.32178019059839,29.110473919098695,35.321872667220546,100.0
25.172215514436235,1732.1277790008166,91.18280434105517,10.364651653527233,-3.037731444120242,38.855359378528966
22.27337188467456,90.43734021237881,111.16725517547066,13.915559713670921,16.621034113760857,34.66075692427078
22.42342843607621,52.73394899450401,117.75744952246998,10.151257499562842,10.554780130035326,35.05523216742529
33.90301308115608,752.9267337560992,95.41726035382001,22.949494283092058,7.367166312942135,45.73293577453893
54.851861005062595,1621.1066615636657,107.03835691657889,27.96061097899974,34.99166728436362,80.73310565539394
46.034776771001,1974.552258629889,117.46464892764126,14.869645931525985,-8.908830161225525,68.0218185081212
32.66676831881398,300.83378220705634,91.01837935757396,28.540690895926133,23.189484308779456,39.73018269070445
63.12602499862605,1188.2614307042702,110.9226080174052,11.205347805791217,38.16972171067752,89.72326880249695
18.251916761943974,761.781713262043,98.92047022117652,28.688720536110285,18.008409173092097,28.142192297641923
32.75374161084572,1939.8287956292063,117.73188586129591,17.03245374479269,36.84112310165459,53.98062623475232
39.804375112900715,1684.2378462714173,119.13174735496104,12.02841656898433,-7.387106035698812,63.21958278873072
48.32664850061841,1676.6574094222758,118.32799467340303,19.717435183726515,10.939665953708069,74.58843038589993
79.59171633233629,937.3863195899405,104.22642649972391,15.135531354410158,3.0078895481025576,100.0
23.969009305044175,829.6390046753304,115.86127952967941,15.697458039238457,26.541048249036493,33.81358246299838
53.8522716492931,546.8141438614125,115.33648195605211,16.14579929852573,39.064854524862334,77.70033745206919
61.27938404189403,112.75099330185424,99.57301419729767,26.060517956653268,2.82650312221239,86.84668806599555
9.412789208399783,1729.4447525101064,114.86746422452032,20.78322553350509,22.708730073703727,19.839989195132166
62.716760930636646,1625.8020182601551,91.11022904146478,16.22615398312007,-0.09511836201299317,95.18240989309717
21.199791750292697,1999.435346572261,107.8880963544616,22.206675666218366,18.266512728580494,36.61133302825938
11.179901333601554,1993.2736741478107,96.9002651186311,24.32301348446387,13.19662433441681,20.834806932907185
95.14412603906666,1110.8634112052548,93.61700657331836,15.452480014670675,38.60026648157685,100.0
96.73504314208314,1537.974830361021,92.30859604887627,18.270982030507028,20.42636363482333,100.0
81.79774807106381,1889.531459764856,110.88866327634419,12.43772186673895,7.475318604340938,100.0
33.93830807147022,1699.2947813548228,100.19624891304198,13.622986990693606,-4.295210755603332,51.855732713986285
14.278850830606467,494.6962034863953,111.74300314586284,23.622357079299654,-2.4376585632532723,18.513439459517134
70.0021375186549,901.088270620187,91.96069022396827,13.628766953912539,1.2658464975617552,97.8905633989102
46.81448690526212,258.31883030298997,99.4587101349183,20.503267673341202,2.5483330670149,64.75332422420088
16.593632310253987,1908.1020545174447,106.18473877126011,24.180925234448654,32.53080289205689,24.818659992185037
52.04180646057067,1212.34926890176,113.7216949451689,12.137538461894877,18.061139414126245,75.68280037537353
8.266909505945748,457.2856110069254,99.5625750879621,21.346244392578072,16.169545568718323,5.784799544249398
91.38543819748429,1343.4013688117134,108.77674129311028,15.131255674027276,-4.2615564065391265,100.0
29.584098252001606,1236.2564809157916,116.57933244708562,29.258537504751597,33.00698466747175,43.37309660016597
67.9396170136283,716.325436065681,108.47589564546914,19.670912934398494,26.140715160424186,93.74706341969721
34.61255222849404,227.11518439925806,96.98878424260901,26.119850995503164,-6.61658190499992,49.486441429066765
54.406462011892025,1343.1463911855992,90.73202344669615,21.004530843125234,25.391754861488437,80.93950939387783
56.937476537611566,1040.6154018075865,116.1029662170279,10.868250657096382,17.176910867132303,78.38641879277114
22.561173274925068,1544.6367834712787,90.63808232551162,22.663027511880447,-5.913732712661087,32.31525461895105
97.11053963763307,1040.3270022239867,116.24105018052597,29.02806684413314,12.915032076432823,100.0
78.63761821930588,1704.3630006370802,105.86811402081636,22.032236402926625,14.234814356502348,100.0
94.25239944859797,1103.813677548971,118.17203095538689,26.383777188535802,-1.7112729918362124,100.0
90.00859829062664,1121.8759430707726,113.96349707320996,27.684129266968156,37.284907350014116,100.0
61.80049798705309,1753.30720531669,119.93802331600013,14.56159543897865,32.49876857403309,90.87784052431404
92.5780523271961,806.965732424794,100.5213544635513,14.240896798164533,23.451116866455415,100.0
13.406787694932353,268.03045690128147,113.0156486679338,22.219619777019837,13.11477805003036,20.646373128930918
23.618371929818792,57.56535262667795,102.05792740827727,18.220569396134096,10.588277079225424,28.589715464281873
9.296592446501116,1510.274511347238,104.39626860911727,26.797226057334406,22.548673357547706,15.814968207513731
35.90638142251011,1240.6191027069294,108.8251638965511,28.000462467960222,17.271593470345273,53.11870219213414
41.924342520500794,1408.159536198447,116.21031342559016,17.068427586054362,-6.886344705905719,67.2419337316046
30.778158018520113,425.92832301782147,119.52250407597886,14.73741117948964,15.625132438516584,40.630626434703935
83.73006336943328,272.74295117353955,113.04820241593555,25.610510304877238,30.320180861641973,100.0
38.89156603589098,29.08933133576386,102.53300346502002,15.496120710962721,12.961993879847903,54.40480730307351
31.688778420301173,701.175117613194,102.6407100683121,26.45228637027357,-7.402171122286579,50.50419897462776
56.5561279000336,1179.8353737092662,112.12746904766675,18.474765072975256,29.313909969201653,85.60754298569492
18.387801372602453,784.4880901994646,97.16331437304908,23.35099798582941,0.06818910679871948,27.24706657599924
81.20871317163378,874.9498440474581,93.31422339394184,11.910706276693364,2.931041744401938,100.0
12.082311149578228,1808.3173889874968,100.6386647292233,22.477186493531462,-1.7646823283852058,23.58106379995966
98.75425897704915,696.5109340466007,98.61716974962245,19.035353574744583,6.510753243574879,100.0
78.36325308318246,1027.9789783196215,98.8892436136797,21.732169263509483,27.83757528443175,100.0
23.87798974574638,1567.3060254822863,97.0082325314973,13.360284154897268,15.969292975196868,38.84251154957287
5.524601126742228,793.0855646425404,91.26279568909085,24.73747489888364,0.24406370753562712,11.378839014278846
82.46883570320925,1244.173400455747,90.53621804200242,27.25594155086457,33.89150390760204,100.0
72.15144766552362,1724.7274174934903,119.63167169208094,14.334796001815512,33.97909274757646,100.0
74.2556809638938,1899.0412473152842,102.83319401207586,11.914291110403234,33.52892125230034,100.0
78.27068293516484,294.1469618580759,101.52979941479045,10.472771720926728,1.9398105690769647,100.0
12.034241914738583,1853.1752503229889,110.3894184807921,22.83943000886532,12.561967209049406,16.084525295907714
39.0542442117059,984.2325861590764,96.54761663595193,22.141880721775614,39.249482807043755,53.37270336507748
16.00756065488732,516.4887765979167,118.49883551850675,20.9339482542814,28.600623815499517,21.991738406483897
86.99482545818138,918.2715124765226,113.59035043246656,14.638941922319509,-8.64162893872201,100.0
64.21332204861801,1960.065150570954,92.68233006936778,17.81811991811029,-6.739770436975397,95.2230108562761
36.43531236100167,985.2361879857392,102.52742327354785,21.88952670372346,13.196568840616639,50.171373188705665
11.038043277172246,657.5032205750164,116.37354922686494,19.93533717718339,35.461010293078004,19.904785789502952
34.54332056298791,1266.8017086334517,118.3419606687423,29.755710404297744,16.935089897635713,50.76450030389264
35.89241559254097,480.29123755638614,104.0220453374961,12.728795051134663,14.890625401714512,51.29276483253772
74.31258694211608,151.72665621732784,108.40234167632123,23.902891080951875,-4.726315002168471,100.0
65.56795977874525,257.7594438212985,95.01101838276226,18.086375362085843,22.839005236214703,91.51912735148942
89.28521054475102,256.0916779155449,119.7350587841093,18.563992298512296,31.105158030011275,100.0
49.860417890385186,303.8053870245887,96.9501510415033,24.351955313163526,9.021000375378115,66.34650257373157
